Country,lat,lon,year
BHS,26.0,50.33,2011
BHS,26.0,50.33,2014
BHS,26.0,50.33,2015
BHS,26.0,50.33,2016
BHS,26.0,50.33,2017
BHS,26.0,50.33,2018
TLS,-9.13,124.56,2015
TLS,-9.13,124.56,2016
TLS,-9.13,124.56,2017
TGO,8.0,1.1,2017
TGO,8.0,1.1,2018
TTO,11.0,-61.0,2010
TTO,11.0,-61.0,2011
TTO,11.0,-61.0,2012
TTO,11.0,-61.0,2013
TTO,11.0,-61.0,2014
TTO,11.0,-61.0,2015
TTO,11.0,-61.0,2016
TTO,11.0,-61.0,2017
TTO,11.0,-61.0,2018
TUN,34.0,9.0,2010
TUN,34.0,9.0,2011
TUN,34.0,9.0,2012
TUN,34.0,9.0,2013
TUN,34.0,9.0,2014
TUN,34.0,9.0,2015
TUN,34.0,9.0,2016
TUN,34.0,9.0,2017
TUN,34.0,9.0,2018
TUR,39.0,35.0,2007
TUR,39.0,35.0,2008
TUR,39.0,35.0,2009
TUR,39.0,35.0,2010
TUR,39.0,35.0,2011
TUR,39.0,35.0,2012
TUR,39.0,35.0,2013
TUR,39.0,35.0,2014
TUR,39.0,35.0,2015
TUR,39.0,35.0,2016
TUR,39.0,35.0,2017
TUR,39.0,35.0,2018
TKM,40.0,60.0,2018
UGA,1.0,32.0,2009
UGA,1.0,32.0,2012
UGA,1.0,32.0,2013
UGA,1.0,32.0,2014
UGA,1.0,32.0,2015
UGA,1.0,32.0,2016
UGA,1.0,32.0,2017
UGA,1.0,32.0,2018
UKR,49.0,32.0,2007
UKR,49.0,32.0,2008
UKR,49.0,32.0,2009
UKR,49.0,32.0,2010
UKR,49.0,32.0,2011
UKR,49.0,32.0,2012
UKR,49.0,32.0,2013
UKR,49.0,32.0,2014
UKR,49.0,32.0,2015
UKR,49.0,32.0,2016
UKR,49.0,32.0,2017
UKR,49.0,32.0,2018
ARE,24.0,54.0,2005
ARE,24.0,54.0,2006
ARE,24.0,54.0,2007
ARE,24.0,54.0,2008
ARE,24.0,54.0,2009
ARE,24.0,54.0,2010
ARE,24.0,54.0,2011
ARE,24.0,54.0,2012
ARE,24.0,54.0,2013
ARE,24.0,54.0,2014
ARE,24.0,54.0,2015
ARE,24.0,54.0,2016
ARE,24.0,54.0,2017
ARE,24.0,54.0,2018
GBR,54.0,-2.0,2004
GBR,54.0,-2.0,2005
GBR,54.0,-2.0,2006
GBR,54.0,-2.0,2007
GBR,54.0,-2.0,2008
GBR,54.0,-2.0,2009
GBR,54.0,-2.0,2010
GBR,54.0,-2.0,2011
GBR,54.0,-2.0,2012
GBR,54.0,-2.0,2013
GBR,54.0,-2.0,2014
GBR,54.0,-2.0,2015
GBR,54.0,-2.0,2016
GBR,54.0,-2.0,2017
GBR,54.0,-2.0,2018
USA,38.0,-97.0,2004
USA,38.0,-97.0,2005
USA,38.0,-97.0,2006
USA,38.0,-97.0,2007
USA,38.0,-97.0,2008
USA,38.0,-97.0,2009
USA,38.0,-97.0,2010
USA,38.0,-97.0,2011
USA,38.0,-97.0,2012
USA,38.0,-97.0,2013
USA,38.0,-97.0,2014
USA,38.0,-97.0,2015
USA,38.0,-97.0,2016
USA,38.0,-97.0,2017
USA,38.0,-97.0,2018
URY,-33.0,-56.0,2008
URY,-33.0,-56.0,2009
URY,-33.0,-56.0,2010
URY,-33.0,-56.0,2011
URY,-33.0,-56.0,2012
URY,-33.0,-56.0,2013
URY,-33.0,-56.0,2014
URY,-33.0,-56.0,2015
URY,-33.0,-56.0,2016
URY,-33.0,-56.0,2017
URY,-33.0,-56.0,2018
UZB,41.0,64.0,2007
UZB,41.0,64.0,2009
UZB,41.0,64.0,2010
UZB,41.0,64.0,2011
UZB,41.0,64.0,2012
UZB,41.0,64.0,2013
UZB,41.0,64.0,2014
UZB,41.0,64.0,2015
UZB,41.0,64.0,2016
UZB,41.0,64.0,2017
UZB,41.0,64.0,2018
VUT,-16.0,167.0,2014
VUT,-16.0,167.0,2016
VUT,-16.0,167.0,2017
VEN,8.0,-66.0,2008
VEN,8.0,-66.0,2009
VEN,8.0,-66.0,2010
VEN,8.0,-66.0,2011
VEN,8.0,-66.0,2012
VEN,8.0,-66.0,2013
VEN,8.0,-66.0,2014
VEN,8.0,-66.0,2015
VEN,8.0,-66.0,2016
VEN,8.0,-66.0,2017
VEN,8.0,-66.0,2018
VNM,16.1,107.5,2008
VNM,16.1,107.5,2009
VNM,16.1,107.5,2010
VNM,16.1,107.5,2011
VNM,16.1,107.5,2012
VNM,16.1,107.5,2013
VNM,16.1,107.5,2014
VNM,16.1,107.5,2015
VNM,16.1,107.5,2016
VNM,16.1,107.5,2017
VNM,16.1,107.5,2018
WLF,-13.18,-176.12,2011
WLF,-13.18,-176.12,2012
WLF,-13.18,-176.12,2013
WLF,-13.18,-176.12,2014
WLF,-13.18,-176.12,2015
WLF,-13.18,-176.12,2017
YEM,15.0,48.0,2012
YEM,15.0,48.0,2013
YEM,15.0,48.0,2014
YEM,15.0,48.0,2015
YEM,15.0,48.0,2016
YEM,15.0,48.0,2017
YEM,15.0,48.0,2018
ZMB,-15.0,30.0,2011
ZMB,-15.0,30.0,2012
ZMB,-15.0,30.0,2013
ZMB,-15.0,30.0,2015
ZMB,-15.0,30.0,2016
ZMB,-15.0,30.0,2017
ZMB,-15.0,30.0,2018
ZWE,-20.0,30.0,2011
ZWE,-20.0,30.0,2012
ZWE,-20.0,30.0,2013
ZWE,-20.0,30.0,2014
ZWE,-20.0,30.0,2015
ZWE,-20.0,30.0,2016
ZWE,-20.0,30.0,2017
ZWE,-20.0,30.0,2018
